text,AraBert,EnsembleXAI_LIME_SHAP_mean,EXAI_LIME_SHAP_mean_elbow_simple-lmethod_comprehensiveness,EXAI_LIME_SHAP_mean_elbow_simple-lmethod_sufficiency,EXAI_LIME_SHAP_mean_elbow_simple-lmethod_combined,EXAI_LIME_SHAP_mean_elbow_kneedle_comprehensiveness,EXAI_LIME_SHAP_mean_elbow_kneedle_sufficiency,EXAI_LIME_SHAP_mean_elbow_kneedle_combined,EXAI_LIME_SHAP_mean_elbow_dfdt_comprehensiveness,EXAI_LIME_SHAP_mean_elbow_dfdt_sufficiency,EXAI_LIME_SHAP_mean_elbow_dfdt_combined,EXAI_LIME_SHAP_mean_elbow_lmethod_comprehensiveness,EXAI_LIME_SHAP_mean_elbow_lmethod_sufficiency,EXAI_LIME_SHAP_mean_elbow_lmethod_combined,EXAI_LIME_SHAP_mean_top_n_3_comprehensiveness,EXAI_LIME_SHAP_mean_top_n_3_sufficiency,EXAI_LIME_SHAP_mean_top_n_3_combined,EXAI_LIME_SHAP_mean_top_n_5_comprehensiveness,EXAI_LIME_SHAP_mean_top_n_5_sufficiency,EXAI_LIME_SHAP_mean_top_n_5_combined,EXAI_LIME_SHAP_mean_top_n_10_comprehensiveness,EXAI_LIME_SHAP_mean_top_n_10_sufficiency,EXAI_LIME_SHAP_mean_top_n_10_combined,EXAI_LIME_SHAP_mean_top_n_20_comprehensiveness,EXAI_LIME_SHAP_mean_top_n_20_sufficiency,EXAI_LIME_SHAP_mean_top_n_20_combined,EXAI_LIME_SHAP_mean_threshold_0.1_comprehensiveness,EXAI_LIME_SHAP_mean_threshold_0.1_sufficiency,EXAI_LIME_SHAP_mean_threshold_0.1_combined,EXAI_LIME_SHAP_mean_threshold_0.3_comprehensiveness,EXAI_LIME_SHAP_mean_threshold_0.3_sufficiency,EXAI_LIME_SHAP_mean_threshold_0.3_combined,EXAI_LIME_SHAP_mean_threshold_0.5_comprehensiveness,EXAI_LIME_SHAP_mean_threshold_0.5_sufficiency,EXAI_LIME_SHAP_mean_threshold_0.5_combined,EXAI_LIME_SHAP_mean_threshold_0.7_comprehensiveness,EXAI_LIME_SHAP_mean_threshold_0.7_sufficiency,EXAI_LIME_SHAP_mean_threshold_0.7_combined,nb_selected_tokens_elbow_simple-lmethod,nb_selected_tokens_elbow_kneedle,nb_selected_tokens_elbow_dfdt,nb_selected_tokens_elbow_lmethod,nb_selected_tokens_top_n_3,nb_selected_tokens_top_n_5,nb_selected_tokens_top_n_10,nb_selected_tokens_top_n_20,nb_selected_tokens_threshold_0.1,nb_selected_tokens_threshold_0.3,nb_selected_tokens_threshold_0.5,nb_selected_tokens_threshold_0.7,%_tokens_input_elbow_simple-lmethod,%_tokens_input_elbow_kneedle,%_tokens_input_elbow_dfdt,%_tokens_input_elbow_lmethod,%_tokens_input_top_n_3,%_tokens_input_top_n_5,%_tokens_input_top_n_10,%_tokens_input_top_n_20,%_tokens_input_threshold_0.1,%_tokens_input_threshold_0.3,%_tokens_input_threshold_0.5,%_tokens_input_threshold_0.7
أوباما: إقرار جاستا خطأ وسابقة خطيرة: المواطن – نت انتقد الرئيس الأميركي باراك أوباما تصويت الكونغرس بإسقاط ا...,Neutral,"[[0, 'أوباما', 0.543991805980782], [1, ':', 0.8475740708924651], [2, 'إقرار', 0.3200647763638381], [3, 'جاس', 0.477036049976174], [4, '##تا', 0.30788901420680753], [5, 'خطأ', 0.0], [6, 'وسا', 0.5630277901078871], [7, '##بق', -0.825368503740288], [8, '##ة', -0.9877420285591626], [9, 'خطيرة', -0.9639546939189381], [10, ':', 0.0], [11, 'المواطن', 0.17824732561809453], [12, '–', 0.5351656689854178], [13, 'نت', 0.5536933852079556], [14, 'انتقد', 0.01688884978448668], [15, 'الرئيس', 0.3255134313478446], [16, 'الأميركي', 0.44133827501685674], [17, 'باراك', 0.316379631160678], [18, 'أوباما', 0.4733527523872224], [19, 'تصويت', 0.23972321312713224], [20, 'الكونغرس', 0.5678905672184441], [21, 'بإسقاط', 0.2012349650500589], [22, 'ا', 0.4105609683422897], [23, '.', -0.06530574777579706], [24, '.', -0.42129147552379337], [25, '.', -0.6144687792352252]]",-0.128578782081604,-0.1194621920585632,0.4954417049884796,0.6301930695772171,-0.1180824637413024,0.8741377666592598,0.6683633625507355,-0.2460898160934448,0.95722658932209,0.0404355525970459,-0.2624707221984863,0.6514531373977661,0.0404355525970459,-0.2624707221984863,0.6514531373977661,0.266852468252182,-0.2539200186729431,0.7603862434625626,0.6694540623575449,-0.1783230900764465,0.9238885762169956,0.6301930695772171,-0.1180824637413024,0.8741377666592598,0.6400481276214123,-0.2356424331665039,0.937845280393958,0.675032414495945,-0.252328097820282,0.9636802561581136,0.5332089513540268,-0.2705938816070556,0.9019014164805412,-0.1015672087669372,-0.0817139148712158,0.4900733530521393,24,20,16,3,3,5,10,20,17,14,6,1,0.9230769230769231,0.7692307692307693,0.6153846153846154,0.11538461538461539,0.11538461538461539,0.19230769230769232,0.38461538461538464,0.7692307692307693,0.6538461538461539,0.5384615384615384,0.23076923076923078,0.038461538461538464
ابي ايفووووووووون نفسسسسسسسي بالايفوووووووون اللله يسعددددك 😭😭😭😭😭😭😭,Positive,"[[0, 'ابي', -0.9404210325303485], [1, 'ايف', -0.30335925678900655], [2, '##و', -0.26088542485208877], [3, '##و', -0.30140199807411444], [4, '##و', -0.30140199807411444], [5, '##و', -0.2458750499401644], [6, '##و', -0.2458750499401644], [7, '##و', -0.5662395132649916], [8, '##و', -0.5662395132649916], [9, '##وون', -0.38662423158910303], [10, 'نفس', -0.6767565666317813], [11, '##سس', -0.3327639131130856], [12, '##سس', -0.3327639131130856], [13, '##سس', -0.5195799392482043], [14, '##ي', -0.5593500346134131], [15, 'بالا', -0.22172763766059073], [16, '##يفو', -0.19012421984041128], [17, '##و', -0.3177761161247641], [18, '##و', -0.3177761161247641], [19, '##و', -0.3236657006312817], [20, '##و', -0.3236657006312817], [21, '##و', -0.4347479819309374], [22, '##وون', -0.42088191048310536], [23, 'الل', -0.03489221150518795], [24, '##له', -0.05576666165639599], [25, 'يسعد', 1.0], [26, '##دد', 0.23143597960376072], [27, '##د', -0.7538678773708121], [28, '##ك', -0.6683148330358594], [29, '[UNK]', -0.5902758605540614]]",0.2552122175693512,-0.0828619003295898,0.6690370589494705,0.270560473203659,-0.0875295996665954,0.6790450364351273,0.1819470524787902,0.1111273169517517,0.5354098677635193,0.1819470524787902,0.1111273169517517,0.5354098677635193,0.2778723835945129,-0.0490959882736206,0.6634841859340668,0.270560473203659,-0.0875295996665954,0.6790450364351273,0.4160251319408417,0.0168290734291076,0.699598029255867,0.5798414647579193,-0.0830042958259582,0.8314228802919388,0.1819470524787902,0.1111273169517517,0.5354098677635193,0.1307239532470703,-0.0316690206527709,0.5811964869499207,0.1307239532470703,-0.0316690206527709,0.5811964869499207,0.1307239532470703,-0.0316690206527709,0.5811964869499207,4,5,2,2,3,5,10,20,2,1,1,1,0.13333333333333333,0.16666666666666666,0.06666666666666667,0.06666666666666667,0.1,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333
زيارة رجب طيب أردوغان إلى إيران ودعم اقتصادهم ب30 مليار دولار,Neutral,"[[0, 'زيارة', 1.0], [1, 'رجب', 0.7470390352521475], [2, 'طيب', -0.5896553462844384], [3, 'أردوغان', 0.5689379701504386], [4, 'إلى', 0.5583618760334529], [5, 'إيران', 0.07654949747042067], [6, 'ودعم', -0.30145232002076666], [7, 'اقتصاد', -0.3978202037406345], [8, '##هم', -0.9167218971308226], [9, 'ب', -0.2789062929864473], [10, '##30', 0.3140430689607965], [11, 'مليار', 0.5092739785093813], [12, 'دولار', 0.13371632333607575]]",0.56485515832901,-0.0049713253974914,0.7849132418632507,0.7200077772140503,-0.062340497970581,0.8911741375923157,0.7200077772140503,-0.062340497970581,0.8911741375923157,0.7987071573734283,-0.0680764317512512,0.9333917945623398,0.5072256028652191,-0.0811481475830078,0.7941868752241135,0.7200077772140503,-0.062340497970581,0.8911741375923157,0.758109912276268,-0.0420555472373962,0.9000827297568321,0.4305190145969391,0.0,0.7152595072984695,0.8358364924788475,-0.0690529346466064,0.952444713562727,0.7987071573734283,-0.0680764317512512,0.9333917945623398,0.7200077772140503,-0.062340497970581,0.8911741375923157,0.0047138929367065,0.0412501096725463,0.4817318916320801,12,5,5,6,3,5,10,13,7,6,5,2,0.9230769230769231,0.38461538461538464,0.38461538461538464,0.46153846153846156,0.23076923076923078,0.38461538461538464,0.7692307692307693,1.0,0.5384615384615384,0.46153846153846156,0.38461538461538464,0.15384615384615385
اخبار عربية - الحرب في اليمن : صالح يدعو اليمنيين إلى مهاجمة السعودية,Neutral,"[[0, 'اخبار', 1.0], [1, 'عربية', 0.22323696645116742], [2, '-', 0.41438883067232046], [3, 'الحرب', -0.004183289999472928], [4, 'في', 0.07270859959419496], [5, 'اليمن', 0.35248491212625754], [6, ':', 0.3099732149241863], [7, 'صالح', 0.5673126140721458], [8, 'يدعو', 0.4855321004436993], [9, 'اليمنيين', 0.1935149836434258], [10, 'إلى', -0.019267580952959218], [11, 'مهاجمة', -1.0], [12, 'السعودية', -0.026584892876273525]]",0.2185697555541992,-0.1724647879600525,0.6955172717571259,0.4784108847379684,-0.2148100137710571,0.8466104492545128,0.4784108847379684,-0.2148100137710571,0.8466104492545128,0.1509795188903808,-0.3199431896209717,0.7354613542556763,0.0506427884101867,-0.3038058876991272,0.677224338054657,0.1420321464538574,-0.3047669529914856,0.7233995497226715,0.3934262692928314,-0.211735725402832,0.8025809973478317,0.1808302104473114,0.0,0.5904151052236557,0.2342849969863891,-0.2996696829795837,0.7669773399829865,0.1021631956100463,-0.2995629906654358,0.7008630931377411,0.1509795188903808,-0.3199431896209717,0.7354613542556763,0.0685245394706726,-0.3150753974914551,0.6917999684810638,12,11,11,2,3,5,10,13,8,6,2,1,0.9230769230769231,0.8461538461538461,0.8461538461538461,0.15384615384615385,0.23076923076923078,0.38461538461538464,0.7692307692307693,1.0,0.6153846153846154,0.46153846153846156,0.15384615384615385,0.07692307692307693
اشتركت بمسابقات كثير من رمضان وانا اشترك ولا مره احد طاح علي الحين بس ودي اتوظف ادعوووووولي بالوظيفه اكفون,Positive,"[[0, 'اشتركت', -0.43543775624540687], [1, 'بمسا', 0.6419761406317587], [2, '##بق', 0.4279590929703708], [3, '##ات', -0.16391187496894705], [4, 'كثير', -0.03150798986403108], [5, 'من', -0.3126074311404441], [6, 'رمضان', -0.42181088131541916], [7, 'وانا', -0.3114453603847479], [8, 'اشترك', -0.7018995321348347], [9, 'ولا', 0.21626432659606326], [10, 'مره', -0.1817139959744986], [11, 'احد', -0.40887306844857807], [12, 'طاح', -0.5943367816385571], [13, 'علي', -0.15243254067551454], [14, 'الحين', -0.13684813940595725], [15, 'بس', 0.11029699535454823], [16, 'ودي', -0.2043134633019193], [17, 'ات', -0.059661718069845215], [18, '##وظف', 0.22380343707209505], [19, 'ادعو', 0.7434224003371858], [20, '##و', 0.5239887010563773], [21, '##و', -0.09773791940503168], [22, '##و', -0.09773791940503168], [23, '##وول', -0.013193504306592663], [24, '##ي', 0.011445500086899596], [25, 'بالو', -0.5078259725683025], [26, '##ظيف', -0.3465460048283887], [27, '##ه', -0.46495735684855216], [28, 'اك', -0.6430133651838055], [29, '##فون', -0.4820155516893207]]",0.4279724806547165,-0.0620372295379638,0.7450048550963402,0.4251877516508102,-0.1165545582771301,0.7708711549639702,0.4512420073151588,0.0108652710914611,0.7201883681118488,0.4279724806547165,-0.0620372295379638,0.7450048550963402,0.2289226353168487,0.1135936975479126,0.5576644688844681,0.3348639756441116,-0.0232831239700317,0.6790735498070717,0.4356765672564506,-0.0227811932563781,0.7292288802564144,0.431670680642128,-0.0862957835197448,0.7589832320809364,0.4279724806547165,-0.0620372295379638,0.7450048550963402,0.2541993856430053,0.0277121663093566,0.6132436096668243,0.2289226353168487,0.1135936975479126,0.5576644688844681,0.1086987555027008,0.2257008552551269,0.4414989501237869,7,8,21,7,3,5,10,20,7,4,3,1,0.23333333333333334,0.26666666666666666,0.7,0.23333333333333334,0.1,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.23333333333333334,0.13333333333333333,0.1,0.03333333333333333
قائمة الأكواد المخفية في اندرويد #هواتف_اندرويد,Neutral,"[[0, 'قائمة', 0.5721426850903406], [1, 'الأك', -0.1831694401309633], [2, '##واد', -0.4349812329579534], [3, 'المخ', 0.5649941617431251], [4, '##فية', -0.703633658224774], [5, 'في', -0.40607827577370753], [6, 'اندرو', 0.42170817405331484], [7, '##يد', -1.0], [8, '#', -0.37269049031839635], [9, 'هواتف', 0.4255762056746356], [10, '_', -0.5113993807844016], [11, 'اندرو', 0.867467876682174], [12, '##يد', -0.5708074787078434]]",0.5802277326583862,0.0221160650253295,0.7790558338165283,0.5701092183589935,0.0125216841697692,0.7787937670946121,0.6890089511871338,-0.0024927854537963,0.8457508683204651,0.4627256095409393,0.0141366720199584,0.7242944687604904,0.2338572144508361,0.0270811915397644,0.6033880114555359,0.4627256095409393,0.0141366720199584,0.7242944687604904,0.6439744085073471,-0.0080134868621826,0.8259939476847649,0.3998304903507232,0.0,0.6999152451753616,0.4627256095409393,0.0141366720199584,0.7242944687604904,0.4627256095409393,0.0141366720199584,0.7242944687604904,0.2338572144508361,0.0270811915397644,0.6033880114555359,0.0329797267913818,0.2447757720947265,0.3941019773483276,6,7,11,5,3,5,10,13,5,5,3,1,0.46153846153846156,0.5384615384615384,0.8461538461538461,0.38461538461538464,0.23076923076923078,0.38461538461538464,0.7692307692307693,1.0,0.38461538461538464,0.38461538461538464,0.23076923076923078,0.07692307692307693
: #عاجل الثوار يقتلون عدة عناصر لقوات النظام بعد تفجير مبنى يتحصنون به على جبهة حي #سليمان_الحلبي شرقي #حلب,Neutral,"[[0, ':', 0.2916658326282703], [1, '#', 0.28221688092727915], [2, 'عاجل', 0.6408005457956315], [3, 'الثوار', -0.05326430712251351], [4, 'يقتلون', -0.5836713347094056], [5, 'عدة', 0.558386019737031], [6, 'عناصر', 0.40017300190999616], [7, 'لقوات', 0.33769225781121937], [8, 'النظام', 0.2581840691393269], [9, 'بعد', -0.24414740788667588], [10, 'تفجير', -0.6381165288521773], [11, 'مبنى', -0.0652559827606739], [12, 'يتح', 0.17182753448241284], [13, '##صن', -0.20926841641270744], [14, '##ون', -0.02502213919726831], [15, 'به', -0.6836335700188472], [16, 'على', -0.7186225930132251], [17, 'جبهة', 1.0], [18, 'حي', 0.32363249664623445], [19, '#', 0.10922826477914438], [20, 'سليمان', -0.0070567877327645245], [21, '_', -0.22477024912846322], [22, 'الحلبي', -0.0362712224834697], [23, 'شرقي', 0.2986373369317249], [24, '#', 0.3006503020748328], [25, 'حلب', -0.22332017326315168]]",0.0663309693336486,-0.0245193839073181,0.5454251766204834,0.0663309693336486,-0.0245193839073181,0.5454251766204834,0.3718186914920807,0.0222088694572448,0.6748049110174179,0.0314878821372985,-0.0233243107795715,0.5274060964584351,0.0314878821372985,-0.0233243107795715,0.5274060964584351,0.116502821445465,-0.0324796438217163,0.5744912326335907,0.2522245049476623,-0.01943039894104,0.6358274519443512,0.6753940284252167,0.0087916254997253,0.8333012014627457,0.3718186914920807,0.0222088694572448,0.6748049110174179,0.1221737265586853,-0.0359302759170532,0.5790520012378693,0.0314878821372985,-0.0233243107795715,0.5274060964584351,0.0177477598190307,-0.0296639800071716,0.5237058699131012,4,4,13,3,3,5,10,20,13,7,3,1,0.15384615384615385,0.15384615384615385,0.5,0.11538461538461539,0.11538461538461539,0.19230769230769232,0.38461538461538464,0.7692307692307693,0.5,0.2692307692307692,0.11538461538461539,0.038461538461538464
تنزل بوكيمون قو وتجمع اكبر كمية من البوكيمونات..,Neutral,"[[0, 'تنزل', 0.2589419800842947], [1, 'بوك', 0.9118243746635366], [2, '##يمون', -0.2550366848044666], [3, 'ق', -0.979692151104372], [4, '##و', -0.9375631731795503], [5, 'وتجمع', 0.1834185771892471], [6, 'اكبر', -0.19010612411561156], [7, 'كمية', 0.5717489982996249], [8, 'من', 0.382752967788793], [9, 'البو', 0.7715013920866366], [10, '##كيم', 0.5503993536508731], [11, '##ونات', 0.32631274788624676], [12, '.', 0.3819989148715234], [13, '.', 0.2781402593080353]]",0.362831637263298,0.0705356001853942,0.6461480185389519,0.3462186530232429,-0.1122855544090271,0.729252103716135,0.1784296631813049,-0.3002026081085205,0.7393161356449127,0.2666400074958801,-0.0096665620803833,0.6381532847881317,0.1975851058959961,0.2899959534406662,0.4537945762276649,0.2814696133136749,0.0208987891674041,0.6302854120731354,0.3642526715993881,-0.0447856187820434,0.7045191451907158,-0.0217390358448028,0.0,0.4891304820775985,0.3642526715993881,-0.0447856187820434,0.7045191451907158,0.2546447515487671,-0.0727796554565429,0.663712203502655,0.2287014573812484,0.2928082197904587,0.4679466187953949,0.1784296631813049,-0.3002026081085205,0.7393161356449127,12,9,2,6,3,5,10,14,10,7,4,2,0.8571428571428571,0.6428571428571429,0.14285714285714285,0.42857142857142855,0.21428571428571427,0.35714285714285715,0.7142857142857143,1.0,0.7142857142857143,0.5,0.2857142857142857,0.14285714285714285
اذا ابدعو فيه مثل هاري بوتر بتصير سلسله عظيمه,Positive,"[[0, 'اذا', -0.8654202754969293], [1, 'ابد', 0.10758708554752927], [2, '##عو', -0.28103832379888344], [3, 'فيه', -0.6485077327198927], [4, 'مثل', -0.4932128939605239], [5, 'هاري', -0.556063050457018], [6, 'بوتر', -1.0], [7, 'بتص', -0.40293375178386964], [8, '##ير', -0.6276275036630743], [9, 'سلس', -0.7328006411235528], [10, '##له', -0.6309426077943213], [11, 'عظيم', 1.0], [12, '##ه', -0.9033586534241156]]",0.5405465066432953,-0.0358709692955017,0.7882087379693985,0.6443416625261307,-0.0292773246765136,0.8368094936013222,0.5537965893745422,0.0537735223770141,0.750011533498764,0.5537965893745422,0.0537735223770141,0.750011533498764,0.5405465066432953,-0.0358709692955017,0.7882087379693985,0.632262796163559,-0.0388945341110229,0.835578665137291,0.5847488641738892,0.0181617736816406,0.7832935452461243,0.3625886738300323,0.0,0.6812943369150162,0.5537965893745422,0.0537735223770141,0.750011533498764,0.3235872983932495,0.2200599312782287,0.5517636835575104,0.3235872983932495,0.2200599312782287,0.5517636835575104,0.3235872983932495,0.2200599312782287,0.5517636835575104,3,4,2,2,3,5,10,13,2,1,1,1,0.23076923076923078,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.38461538461538464,0.7692307692307693,1.0,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693
أردوغان يستخف بالعبادي... و «حجمه» - دار الحياة #أخبار,Negative,"[[0, 'أردوغان', -0.4410569623297293], [1, 'يست', 0.7227040711641961], [2, '##خف', 1.0], [3, 'بالعب', -0.4622795404643876], [4, '##ادي', -0.26766643059054757], [5, '.', -0.47237308570730935], [6, '.', -0.5026518988819408], [7, '.', -0.47252066796420594], [8, 'و', -0.6170576481857214], [9, '«', -0.5697914115265108], [10, 'حجمه', -0.3779512050598034], [11, '»', -0.5518654175227682], [12, '-', -0.7987799611444903], [13, 'دار', -0.4814070689942573], [14, 'الحياة', -0.751833742628781], [15, '#', -0.6633744934425404], [16, 'أخبار', -1.0]]",0.5493363440036774,-0.0744001865386962,0.8118682652711868,0.6722391545772552,-0.080816626548767,0.8765278905630112,0.776430232450366,-0.1449987292289734,0.9607144808396696,0.5493363440036774,-0.0744001865386962,0.8118682652711868,0.5493363440036774,-0.0744001865386962,0.8118682652711868,0.6983883753418922,-0.1745428442955017,0.936465609818697,0.7776206526905298,-0.1753580570220947,0.9764893548563124,0.6393592059612274,0.0,0.8196796029806137,0.6527434140443802,0.0253227353096008,0.8137103393673897,0.6527434140443802,0.0253227353096008,0.8137103393673897,0.6527434140443802,0.0253227353096008,0.8137103393673897,0.6527434140443802,0.0253227353096008,0.8137103393673897,3,4,15,3,3,5,10,17,2,2,2,2,0.17647058823529413,0.23529411764705882,0.8823529411764706,0.17647058823529413,0.17647058823529413,0.29411764705882354,0.5882352941176471,1.0,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
وساطه أمازون ايبي,Neutral,"[[0, 'وسا', -0.18741234602430507], [1, '##طه', -0.8428898925197126], [2, 'أمازون', 1.0], [3, 'ايب', 0.2799742594033835], [4, '##ي', -0.9364371936259461]]",0.6006111055612564,-0.0344741344451904,0.8175426200032234,0.6006111055612564,-0.0344741344451904,0.8175426200032234,0.6006111055612564,-0.0344741344451904,0.8175426200032234,0.6384135782718658,0.1194620728492736,0.7594757527112961,0.6006111055612564,-0.0344741344451904,0.8175426200032234,0.3385868072509765,0.0,0.6692934036254883,0.3385868072509765,0.0,0.6692934036254883,0.3385868072509765,0.0,0.6692934036254883,0.6384135782718658,0.1194620728492736,0.7594757527112961,0.5339647978544235,0.1342902779579162,0.6998372599482536,0.5339647978544235,0.1342902779579162,0.6998372599482536,0.5339647978544235,0.1342902779579162,0.6998372599482536,3,3,3,2,3,5,5,5,2,1,1,1,0.6,0.6,0.6,0.4,0.6,1.0,1.0,1.0,0.4,0.2,0.2,0.2
بالصور: باراك أوباما يعايد ميشيل في ذكرى زواجهما الـ 24,Neutral,"[[0, 'بالصور', 0.2913066890836433], [1, ':', 0.021796838797376983], [2, 'باراك', 0.3683959468553697], [3, 'أوباما', 1.0], [4, 'يعا', -0.7726497752595187], [5, '##يد', -0.7481936727714387], [6, 'ميشيل', 0.3146149369138229], [7, 'في', 0.038828381980672455], [8, 'ذكرى', -0.7676389797284077], [9, 'زواجهما', 0.06475902383733062], [10, '[UNK]', -0.3635717135251549], [11, '24', 0.29853061697328853]]",0.0079312324523925,0.1494190096855163,0.4292561113834381,0.0272039771080017,0.0343822240829467,0.4964108765125274,0.0598068833351135,-0.0463511943817138,0.5530790388584137,0.0941433310508728,-0.0402207970619201,0.5671820640563965,0.0765454769134521,0.0092543959617614,0.5336455404758453,0.0598068833351135,-0.0463511943817138,0.5530790388584137,0.8029878288507462,-0.0210678577423095,0.912027843296528,0.6706943213939667,0.0,0.8353471606969833,0.0598068833351135,-0.0463511943817138,0.5530790388584137,0.0765454769134521,0.0092543959617614,0.5336455404758453,0.0079312324523925,0.1494190096855163,0.4292561113834381,0.0079312324523925,0.1494190096855163,0.4292561113834381,1,2,5,4,3,5,10,12,5,3,1,1,0.08333333333333333,0.16666666666666666,0.4166666666666667,0.3333333333333333,0.25,0.4166666666666667,0.8333333333333334,1.0,0.4166666666666667,0.25,0.08333333333333333,0.08333333333333333
"أوباما وميركل ينددان بـ""الغارات الوحشية"" على حلب: دان الرئيس الأميركي باراك أوباما والمستشارة الألمانية أنجيل...",Neutral,"[[0, 'أوباما', 0.4473666008460424], [1, 'ومير', 0.8868228032288511], [2, '##كل', 0.3691267863320942], [3, 'يند', -0.011658677081261948], [4, '##دان', 0.1337658913124662], [5, '[UNK]', -0.06394458462047925], [6, '""', 0.17442534893229789], [7, 'الغارات', -0.18770430119038517], [8, 'الوحشية', -0.7550693769046455], [9, '""', -0.1580806371334299], [10, 'على', -0.4046169313547897], [11, 'حلب', 0.009488000894439186], [12, ':', 0.31642337407566445], [13, 'دان', 0.18073555370453276], [14, 'الرئيس', 0.2542158974161721], [15, 'الأميركي', 0.5538970959675279], [16, 'باراك', 0.6067086869851979], [17, 'أوباما', 0.46740156519947973], [18, 'والمستشار', 0.4238495016736977], [19, '##ة', 0.3679493801435313], [20, 'الألمانية', 0.5410715107540542], [21, 'أنج', 0.5088288577567185], [22, '##يل', 0.5810566357880141], [23, '.', 0.1600810148378886], [24, '.', -0.15041046233216987], [25, '.', -0.3995883671859277]]",0.4374854937195778,-0.1275810599327087,0.7825332768261433,0.3685147613286972,-0.0931181907653808,0.730816476047039,0.4393673241138458,-0.1711586713790893,0.8052629977464676,0.0010710358619689,-0.3028813600540161,0.6519761979579926,0.007008671760559,0.4447687193751335,0.2811199761927128,0.0837031006813049,-0.4012070894241333,0.7424550950527191,0.1249501407146453,-0.4529421925544739,0.7889461666345596,0.3471022993326187,-0.0962432026863098,0.7216727510094643,0.3420443534851074,-0.3968710899353027,0.8694577217102051,0.1447300314903259,-0.452530562877655,0.7986302971839905,0.0973443388938903,-0.4482898116111755,0.772817075252533,-0.0123429298400878,-0.0206782221794128,0.5041676461696625,25,22,24,2,3,5,10,20,17,12,6,1,0.9615384615384616,0.8461538461538461,0.9230769230769231,0.07692307692307693,0.11538461538461539,0.19230769230769232,0.38461538461538464,0.7692307692307693,0.6538461538461539,0.46153846153846156,0.23076923076923078,0.038461538461538464
Shoppinz: أبل وسامسونج وجها لوجه في المحكمة العليا لوضع حد لنزاع براءات الاختراع,Neutral,"[[0, 'Sh', 0.56610521581741], [1, '##op', 0.2727149275139693], [2, '##p', -0.03603832560264564], [3, '##in', 0.31718004059516514], [4, '##z', -0.299998401438342], [5, ':', 0.4272335316255854], [6, 'أبل', 0.4761624588780964], [7, 'وسام', 0.32806644963500764], [8, '##سون', 0.5735391357540073], [9, '##ج', 0.44275328397567426], [10, 'وجها', 0.17097485798972561], [11, 'لوجه', 0.7520893520082867], [12, 'في', 0.3573825299406804], [13, 'المحكمة', 0.848973526770294], [14, 'العليا', 0.30571838823383224], [15, 'لوضع', 0.5370061960710472], [16, 'حد', -0.6311338643285891], [17, 'لنز', 0.5138843733701991], [18, '##اع', 0.10739076559160199], [19, 'براءات', 0.29981446354579055], [20, 'الاختراع', 0.6859908049013479]]",0.7132415622472763,-0.0111927390098571,0.8622171506285667,0.6897866129875183,-0.013818085193634,0.8518023490905762,0.6191863715648651,-0.0148766636848449,0.817031517624855,0.004158079624176,0.0763847231864929,0.4638866782188415,0.0090202689170837,0.3046870231628418,0.3521666228771209,-0.0030174851417541,0.0356283783912658,0.48067706823349,0.8346879631280899,-0.0072603225708007,0.9209741428494452,0.7132415622472763,-0.0111927390098571,0.8622171506285667,0.6191863715648651,-0.0148766636848449,0.817031517624855,0.7028965801000595,-0.0141347050666809,0.8585156425833702,0.3243459463119507,0.0094013810157775,0.6574722826480865,0.0170426964759826,0.3208600282669067,0.3480913341045379,20,16,18,4,3,5,10,20,18,14,7,2,0.9523809523809523,0.7619047619047619,0.8571428571428571,0.19047619047619047,0.14285714285714285,0.23809523809523808,0.47619047619047616,0.9523809523809523,0.8571428571428571,0.6666666666666666,0.3333333333333333,0.09523809523809523
