text,Camelbert-MSA,EnsembleXAI_LIME_SHAP_mean,EXAI_LIME_SHAP_mean_elbow_simple-lmethod_comprehensiveness,EXAI_LIME_SHAP_mean_elbow_simple-lmethod_sufficiency,EXAI_LIME_SHAP_mean_elbow_simple-lmethod_combined,EXAI_LIME_SHAP_mean_elbow_kneedle_comprehensiveness,EXAI_LIME_SHAP_mean_elbow_kneedle_sufficiency,EXAI_LIME_SHAP_mean_elbow_kneedle_combined,EXAI_LIME_SHAP_mean_elbow_dfdt_comprehensiveness,EXAI_LIME_SHAP_mean_elbow_dfdt_sufficiency,EXAI_LIME_SHAP_mean_elbow_dfdt_combined,EXAI_LIME_SHAP_mean_elbow_lmethod_comprehensiveness,EXAI_LIME_SHAP_mean_elbow_lmethod_sufficiency,EXAI_LIME_SHAP_mean_elbow_lmethod_combined,EXAI_LIME_SHAP_mean_top_n_3_comprehensiveness,EXAI_LIME_SHAP_mean_top_n_3_sufficiency,EXAI_LIME_SHAP_mean_top_n_3_combined,EXAI_LIME_SHAP_mean_top_n_5_comprehensiveness,EXAI_LIME_SHAP_mean_top_n_5_sufficiency,EXAI_LIME_SHAP_mean_top_n_5_combined,EXAI_LIME_SHAP_mean_top_n_10_comprehensiveness,EXAI_LIME_SHAP_mean_top_n_10_sufficiency,EXAI_LIME_SHAP_mean_top_n_10_combined,EXAI_LIME_SHAP_mean_top_n_20_comprehensiveness,EXAI_LIME_SHAP_mean_top_n_20_sufficiency,EXAI_LIME_SHAP_mean_top_n_20_combined,EXAI_LIME_SHAP_mean_threshold_0.1_comprehensiveness,EXAI_LIME_SHAP_mean_threshold_0.1_sufficiency,EXAI_LIME_SHAP_mean_threshold_0.1_combined,EXAI_LIME_SHAP_mean_threshold_0.3_comprehensiveness,EXAI_LIME_SHAP_mean_threshold_0.3_sufficiency,EXAI_LIME_SHAP_mean_threshold_0.3_combined,EXAI_LIME_SHAP_mean_threshold_0.5_comprehensiveness,EXAI_LIME_SHAP_mean_threshold_0.5_sufficiency,EXAI_LIME_SHAP_mean_threshold_0.5_combined,EXAI_LIME_SHAP_mean_threshold_0.7_comprehensiveness,EXAI_LIME_SHAP_mean_threshold_0.7_sufficiency,EXAI_LIME_SHAP_mean_threshold_0.7_combined,nb_selected_tokens_elbow_simple-lmethod,nb_selected_tokens_elbow_kneedle,nb_selected_tokens_elbow_dfdt,nb_selected_tokens_elbow_lmethod,nb_selected_tokens_top_n_3,nb_selected_tokens_top_n_5,nb_selected_tokens_top_n_10,nb_selected_tokens_top_n_20,nb_selected_tokens_threshold_0.1,nb_selected_tokens_threshold_0.3,nb_selected_tokens_threshold_0.5,nb_selected_tokens_threshold_0.7,%_tokens_input_elbow_simple-lmethod,%_tokens_input_elbow_kneedle,%_tokens_input_elbow_dfdt,%_tokens_input_elbow_lmethod,%_tokens_input_top_n_3,%_tokens_input_top_n_5,%_tokens_input_top_n_10,%_tokens_input_top_n_20,%_tokens_input_threshold_0.1,%_tokens_input_threshold_0.3,%_tokens_input_threshold_0.5,%_tokens_input_threshold_0.7
انشاء اختصارات للجمل التي تستخدمها كثيرا أثناء الكتابة في الأيفون #تطبيقات_ايفون,neutral,"[[0, 'انشاء', 0.982516800255061], [1, 'اختصار', 0.6656269459132346], [2, '##ات', -0.19346004108755954], [3, 'للج', -0.6108510256035616], [4, '##مل', -0.028019868954798632], [5, 'التي', -0.011562971516520748], [6, 'تستخدم', 0.6584269857510745], [7, '##ها', -0.21586304101136083], [8, 'كثيرا', -0.689611089669155], [9, 'أثناء', 0.006478798720944479], [10, 'الكتابة', 0.15741894387644706], [11, 'في', 0.09234001299094857], [12, 'الأي', -0.0885732509423382], [13, '##فون', 0.21936987795384744], [14, '#', 0.09104687276030055], [15, 'تطبيقات', 0.1662712381092013], [16, '_', -0.29105952852554545], [17, 'ايفون', -0.05595202231385371]]",0.8001384437084198,0.162416398525238,0.8188610225915909,0.8448610687628388,0.1262091398239135,0.8593259644694626,0.3157833218574524,-0.0568720698356628,0.6863276958465576,0.8001384437084198,0.162416398525238,0.8188610225915909,0.8001384437084198,0.162416398525238,0.8188610225915909,0.8448610687628388,0.1262091398239135,0.8593259644694626,0.2536506056785583,-0.0246344208717346,0.6391425132751465,0.6328994482755661,0.0,0.816449724137783,0.7811307534575462,0.1088766455650329,0.8361270539462566,0.8001384437084198,0.162416398525238,0.8188610225915909,0.8001384437084198,0.162416398525238,0.8188610225915909,0.024979293346405,0.123734176158905,0.45062255859375,3,5,12,3,3,5,10,18,6,3,3,1,0.16666666666666666,0.2777777777777778,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.2777777777777778,0.5555555555555556,1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.05555555555555555
: لماذا يدافع الاخوان المسلمين عن المملكة ويحاولون تبرأتها من جريمة قصف قاعة عزاء صنعاءمثلهم سارع داعش بتبني الجريمةكيف ي…,negative,"[[0, ':', -0.9632407251173296], [1, 'لماذا', 0.17844271898081943], [2, 'يدافع', -0.18924494112663282], [3, 'الاخوان', -0.01633791488579006], [4, 'المسلمين', 0.3239025948401667], [5, 'عن', -0.34461181752386405], [6, 'المملكة', 0.41337091431706663], [7, 'ويح', 0.12782887319765712], [8, '##اول', 0.5458856075582228], [9, '##ون', 0.3190987104897852], [10, 'تبر', 0.4495206315321597], [11, '##أته', -0.04148742589460863], [12, '##ا', 0.23915578160680617], [13, 'من', 0.16229426771942046], [14, 'جريمة', 0.8129049450456741], [15, 'قصف', 0.17769478875524136], [16, 'قاعة', -0.20226034625578093], [17, 'عزاء', 0.19727070045276984], [18, 'صنعاء', 0.2572521317219163], [19, '##مثل', -0.37374056830905605], [20, '##هم', -0.07969675526230308], [21, 'سارع', 0.4478925822693982], [22, 'داعش', 0.565861950328518], [23, 'بتب', 0.28468323445876276], [24, '##ني', 0.30931753026894315], [25, 'الجريمة', 0.6976421404340479], [26, '##كي', 0.2711651565110408], [27, '##ف', -0.0940405753282581], [28, 'ي', -0.029516979348546357], [29, '[UNK]', -0.02946334087377922]]",0.8173971623182297,-0.0040809512138366,0.9107390567660332,0.7699192315340042,-0.0046388506889343,0.8872790411114693,0.7917572259902954,-0.0030921101570129,0.8974246680736542,-0.0007950663566589,0.7497762441635132,0.1247143447399139,-0.0012182593345642,0.7823237180709839,0.1082290112972259,0.0006119608879089,0.6902734935283661,0.1551692336797714,0.2191357016563415,0.4806866645812988,0.3692245185375213,0.7221599221229553,0.026971161365509,0.8475943803787231,0.6573002338409424,0.1458600163459777,0.7557201087474823,0.2191357016563415,0.4806866645812988,0.3692245185375213,-0.0007950663566589,0.7497762441635132,0.1247143447399139,-0.0025213956832885,0.8097348064184189,0.0938718989491462,29,26,28,4,3,5,10,20,19,10,4,1,0.9666666666666667,0.8666666666666667,0.9333333333333333,0.13333333333333333,0.1,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.6333333333333333,0.3333333333333333,0.13333333333333333,0.03333333333333333
: من ثالث يوم رمضان والسفاره والوزاره مايدرون عنه #طالب_سعودي_مصاب_بامريكا_يحتاج_امر_علاج,negative,"[[0, ':', -0.2878387778541463], [1, 'من', 0.04086596921421887], [2, 'ثالث', -0.46985410677468753], [3, 'يوم', -0.5806645557464941], [4, 'رمضان', -0.507372592218966], [5, 'والس', 0.013286843847405472], [6, '##فار', -0.19032449242634208], [7, '##ه', 0.43203899290600994], [8, 'والو', 1.0], [9, '##زار', -0.3907917977396872], [10, '##ه', -0.10719151268048321], [11, 'مايد', 0.6437892574644161], [12, '##رون', 0.555433605845598], [13, 'عنه', -0.011500100131793978], [14, '#', 0.022141450281022323], [15, 'طالب', -0.17673819201967944], [16, '_', -0.4001531874371179], [17, 'سعودي', 0.2942256473912267], [18, '_', -0.33635159679448634], [19, 'مصاب', 0.235454360229426], [20, '_', -0.4386724087473851], [21, 'بامر', -0.3683502163252575], [22, '##يك', -0.6381199180586616], [23, '##ا', -0.05549774336469565], [24, '_', -0.7927595148184694], [25, 'يحتاج', -0.4505897469999425], [26, '_', -0.7723563265647336], [27, 'امر', -0.07547502765655273], [28, '_', -0.6091260014810425], [29, 'علاج', -0.1262621742358816]]",0.329113245010376,0.5457878708839417,0.3916626870632171,0.3300619721412658,0.5068855881690979,0.411588191986084,0.6709713637828827,0.2697947025299072,0.7005883306264877,0.329113245010376,0.5457878708839417,0.3916626870632171,0.1564290523529052,0.7391071617603302,0.2086609452962875,0.3542560338973999,0.6404991745948792,0.3568784296512604,0.4881655871868133,0.4077420830726623,0.5402117520570755,0.6159361600875854,0.0208451747894287,0.7975454926490784,0.329113245010376,0.5457878708839417,0.3916626870632171,0.2403402924537658,0.7238912582397461,0.2582245171070099,0.1564290523529052,0.7391071617603302,0.2086609452962875,0.0070727467536926,0.7908836007118225,0.108094573020935,6,7,17,6,3,5,10,20,6,4,3,1,0.2,0.23333333333333334,0.5666666666666667,0.2,0.1,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.2,0.13333333333333333,0.1,0.03333333333333333
: كل عام وبلاد التوحيد وفخر الاسلام بعز وشموخ دامت افراحكم يا الشعب السعودي 💚,positive,"[[0, ':', -0.7261114558961606], [1, 'كل', 0.12190753674255128], [2, 'عام', -0.12549857931918185], [3, 'وبلاد', -0.7956123497268744], [4, 'التوحيد', -0.2855866767883264], [5, 'وفخر', 0.2257955305853686], [6, 'الاسلام', -0.7321299159298517], [7, 'بعز', 0.39394954091611967], [8, 'وش', 0.11468315769718873], [9, '##مو', -0.48594970697201423], [10, '##خ', -0.04196543419499282], [11, 'دامت', 0.38958951794948793], [12, 'افراح', 0.348280473119429], [13, '##كم', -0.0392556652777018], [14, 'يا', 0.18540907988902638], [15, 'الشعب', 0.28514569432487225], [16, 'السعودي', 0.37385486932892825], [17, '💚', 0.21938596806745447]]",0.944590140134096,-0.0001797676086425,0.9723849538713694,0.9131033569574356,0.0065762996673583,0.9532635286450386,0.9131033569574356,0.0065762996673583,0.9532635286450386,0.7384260892868042,0.4039607644081116,0.6672326624393463,0.0002396702766418,0.9144940674304962,0.0428728014230728,0.0034504532814025,0.8606179356575012,0.0714162588119506,0.9162681996822356,0.3781871795654297,0.769040510058403,0.7774283736944199,0.0,0.8887141868472099,0.9162681996822356,0.3781871795654297,0.769040510058403,0.0004671216011047,0.8994620516896248,0.0505025349557399,0.0,0.7774283736944199,0.11128581315279,0.0,0.7774283736944199,0.11128581315279,15,12,12,9,3,5,10,18,10,4,0,0,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.2777777777777778,0.5555555555555556,1.0,0.5555555555555556,0.2222222222222222,0.0,0.0
: العاهرة الأمريكية (هيلاري كلنتون) تهدد الكويت والسعودية وقطر وتتهمهم بدعم الإرهاب وتتطاول على مساجدنا وديننا الحنيف ht…,negative,"[[0, ':', -0.4608611212327085], [1, 'العا', 0.7350346153250624], [2, '##هرة', 0.773043678941094], [3, 'الأمريكية', 0.7875370254167817], [4, '(', 0.24388346194148425], [5, 'هيلا', -0.22530365640190797], [6, '##ري', -0.25196229040264295], [7, 'كلن', -0.29707016956755383], [8, '##تو', -0.8174405753664136], [9, '##ن', -0.14203344285396868], [10, ')', -0.26174148852991364], [11, 'تهدد', 0.26341780605717385], [12, 'الكويت', 0.020642492729964046], [13, 'والسعودية', -0.03786304125801099], [14, 'وقطر', -0.052752126060571336], [15, 'وتت', 0.2715998237114001], [16, '##همه', 0.1560836365253473], [17, '##م', -0.28120977173522926], [18, 'بدعم', -0.2695640934400952], [19, 'الإرهاب', -0.09654535400562114], [20, 'وتت', -0.2769387899293946], [21, '##طاول', -0.2082663756366504], [22, 'على', -0.16756697836877743], [23, 'مساجد', 0.0], [24, '##نا', -0.5402248387557588], [25, 'ودين', -0.39001628627648344], [26, '##نا', -0.501700474371257], [27, 'الحنيف', -0.24415187363269308], [28, 'ht', -0.48788939252024055], [29, '[UNK]', -0.3018521776371173]]",0.0008857250213623,0.4814730882644653,0.2597063183784485,0.0030411481857299,0.4349057078361511,0.2840677201747894,0.814218208193779,0.0003361701965332,0.9069410189986228,0.0005838871002197,0.6784798800945282,0.1610520035028457,0.0009688735008239,0.7408846318721771,0.1300421208143234,0.0003292560577392,0.6661583185195923,0.1670854687690735,0.1589723229408264,0.3761707544326782,0.3914007842540741,0.6906938254833221,0.0039404034614562,0.8433767110109329,0.0008857250213623,0.4814730882644653,0.2597063183784485,0.0009688735008239,0.7408846318721771,0.1300421208143234,0.0009688735008239,0.7408846318721771,0.1300421208143234,0.0009688735008239,0.7408846318721771,0.1300421208143234,7,8,28,4,3,5,10,20,7,3,3,3,0.23333333333333334,0.26666666666666666,0.9333333333333333,0.13333333333333333,0.1,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.23333333333333334,0.1,0.1,0.1
: فيديو بثه إعلام الأسد..#russia#alepقوات الأسد في #حلب برفقة عناصر من جيش الاحتلال الروسي.#سوريا#تداعي_الأمم,neutral,"[[0, ':', -0.262201299539225], [1, 'فيديو', -0.1512926362706657], [2, 'بث', -0.16710983131061863], [3, '##ه', 0.04390843565322933], [4, 'إعلام', 0.06912597486456007], [5, 'الأسد', 0.11596867635645891], [6, '.', 0.29682078594381944], [7, '.', 0.7507049576717947], [8, '#', 0.2713496860599286], [9, 'r', 0.12212614015735035], [10, '##us', -0.006904457203816217], [11, '##s', 0.07917743825503509], [12, '##ia', 0.08201925285518946], [13, '#', 0.18411955632319799], [14, 'al', 0.14205912431617673], [15, '##e', 0.19649515991515687], [16, '##p', -0.09199310667991939], [17, '##قوا', -0.21362546397325838], [18, '##ت', 0.26201549450914197], [19, 'الأسد', 0.1049084072418498], [20, 'في', -0.003272133068159544], [21, '#', 0.1839841135340562], [22, 'حلب', -0.06443737862464294], [23, 'برفقة', 0.12702054876369928], [24, 'عناصر', 0.17492833496076354], [25, 'من', 0.16008857551359312], [26, 'جيش', -0.4601829147963204], [27, 'الاحتلال', -0.8399114244864069], [28, 'الروسي', -0.4591684012389807], [29, '.', -0.0892064668146122], [30, '#', 0.0821344270758192], [31, 'سوريا', -0.2643805570450466], [32, '#', -0.024854000870438042], [33, 'تدا', -0.3620207750542166], [34, '##عي', -0.3785725415079336], [35, '_', -0.39138745282425724], [36, 'الأمم', 0.08797609728446387]]",0.1479395031929016,-0.0243752002716064,0.586157351732254,0.2024610638618469,-0.0212627053260803,0.6118618845939636,0.1573661565780639,-0.0241455435752868,0.5907558500766754,0.0412232279777526,0.189385175704956,0.4259190261363983,0.0450788140296936,0.1679577231407165,0.4385605454444885,0.1334604620933532,0.1829445958137512,0.475257933139801,0.6851264834403992,0.1845324039459228,0.7502970397472382,0.3108857274055481,0.053393542766571,0.6287460923194885,0.6497964560985565,0.1775909662246704,0.736102744936943,0.0002912878990173,0.1387835144996643,0.4307538866996765,0.0002912878990173,0.1387835144996643,0.4307538866996765,0.0002912878990173,0.1387835144996643,0.4307538866996765,36,30,35,2,3,5,10,20,14,1,1,1,0.972972972972973,0.8108108108108109,0.9459459459459459,0.05405405405405406,0.08108108108108109,0.13513513513513514,0.2702702702702703,0.5405405405405406,0.3783783783783784,0.02702702702702703,0.02702702702702703,0.02702702702702703
: #قوتنا_فى_وحدتنا تواجه بلادنا موجات خطرة ومتعددة في وقت إنشغالنا بحربنا ضد الحوثيين وحربنا ضد الارهاب فلنكن قوة موحدة ضدها…,positive,"[[0, ':', -0.8016657532530557], [1, '#', -0.24267047205775377], [2, 'قوت', 0.5892656972120279], [3, '##نا', 0.012743461486492025], [4, '_', -0.22208275566603947], [5, 'فى', -0.23231407300676427], [6, '_', -0.28475188425697484], [7, 'وحد', 0.6069253348688874], [8, '##تنا', 0.29521802488944193], [9, 'تواجه', -0.11494641714964854], [10, 'بلادنا', -0.20973280956090823], [11, 'موج', -0.15552659807367664], [12, '##ات', -0.48969267914181336], [13, 'خطر', -0.9575334595885665], [14, '##ة', -0.585765257287051], [15, 'ومت', -0.49243056309684935], [16, '##عددة', -0.6920535179305796], [17, 'في', -0.5024638054131754], [18, 'وقت', -0.3258311967775267], [19, 'إنش', -0.7070194011184026], [20, '##غال', -0.6520355786993162], [21, '##نا', -0.293075397607541], [22, 'بحر', -0.5031734833585388], [23, '##بنا', -0.3535512806570406], [24, 'ضد', -0.3732590871590128], [25, 'الحوثيين', -0.6861317854709845], [26, 'وحر', -0.34071438228717327], [27, '##بنا', -0.31460178515881637], [28, 'ضد', -0.33430959166078855], [29, 'الارهاب', -0.21977428024972756], [30, 'فلن', -0.28664885425274267], [31, '##كن', -0.01273708578851146], [32, 'قوة', -0.2243831850664656], [33, 'موحدة', -0.11798395521336386], [34, 'ضده', -0.5464136552579556], [35, '##ا', -0.38248056147676024], [36, '[UNK]', -0.46264807696162263]]",0.9427499123848976,0.8913642391562462,0.5256928366143256,0.9427499123848976,0.8913642391562462,0.5256928366143256,0.9105079509317876,-0.0374615788459777,0.9739847648888826,0.9402966070920228,0.9020217470824718,0.5191374300047755,0.7112033814191818,0.9045495502650738,0.403326915577054,0.9402966070920228,0.9020217470824718,0.5191374300047755,0.93474792689085,0.8893039226531982,0.5227220021188259,0.903617862612009,0.8378634303808212,0.5328772161155939,0.7112033814191818,0.9045495502650738,0.403326915577054,0.6863370835781097,0.9078772217035294,0.3892299309372902,0.6863370835781097,0.9078772217035294,0.3892299309372902,0.0,0.1354698538780212,0.4322650730609894,8,8,35,5,3,5,10,20,3,2,2,0,0.21621621621621623,0.21621621621621623,0.9459459459459459,0.13513513513513514,0.08108108108108109,0.13513513513513514,0.2702702702702703,0.5405405405405406,0.08108108108108109,0.05405405405405406,0.05405405405405406,0.0
: اردوغان عامل حفلة صغيرة لبوتين المتوحش اللي بيبد الشعب السوري ،بس شكله كده معزمش خاشفجي على الحفلة اتفضل يا خاشفجي المايك…,negative,"[[0, ':', -0.7764736035613944], [1, 'اردوغان', 1.0], [2, 'عامل', 0.5611854886625307], [3, 'حفلة', -0.2506036012952516], [4, 'صغيرة', -0.8212767983729768], [5, 'لب', -0.20678836129572675], [6, '##وتين', -0.5210688290644951], [7, 'المت', 0.4190004570241904], [8, '##وحش', 0.7761506375048185], [9, 'اللي', -0.33563742921744055], [10, 'بيب', -0.5218594962010813], [11, '##د', -0.25283671972197663], [12, 'الشعب', -0.03519651147679648], [13, 'السوري', 0.22093978513867985], [14, '،', 0.01493223079813416], [15, 'بس', -0.6506305048637291], [16, 'شكله', -0.5692268695306364], [17, 'كده', -0.5663203888387143], [18, 'معز', -0.6226544103319366], [19, '##مش', -0.3429460011175438], [20, 'خاش', -0.08648229840888655], [21, '##ف', -0.392346378365719], [22, '##جي', -0.7142698075563306], [23, 'على', -0.5984625992150381], [24, 'الحفل', -0.5708679731103461], [25, '##ة', -0.41111009909706275], [26, 'ات', -0.7754835246061589], [27, '##فضل', -0.6596510783552654], [28, 'يا', -0.5624022150902488], [29, 'خاش', -0.22325001580135168], [30, '##ف', -0.36839342789538565], [31, '##جي', -0.8427780962618338], [32, 'الماي', -0.7031028804244418], [33, '##ك', -0.5918895716924424], [34, '[UNK]', -0.6507056845429391]]",0.4091332554817199,0.678339809179306,0.3653967231512069,0.5678561627864838,0.62364661693573,0.4721047729253769,0.4635419845581054,0.7393563091754913,0.362092837691307,0.4091332554817199,0.678339809179306,0.3653967231512069,0.0168555974960327,0.8104880452156067,0.103183776140213,0.1354267001152038,0.7937096357345581,0.1708585321903228,0.6691003143787384,0.5505500435829163,0.5592751353979111,0.6622862815856934,0.1205747127532959,0.7708557844161987,0.1354267001152038,0.7937096357345581,0.1708585321903228,0.0205978751182556,0.8158195167779922,0.1023891791701316,0.0168555974960327,0.8104880452156067,0.103183776140213,0.0146112442016601,0.8299386948347092,0.0923362746834755,8,9,7,8,3,5,10,20,5,4,3,2,0.22857142857142856,0.2571428571428571,0.2,0.22857142857142856,0.08571428571428572,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.11428571428571428,0.08571428571428572,0.05714285714285714
٤٢-حيث أن هذا القرار كان يدعو إلى الفصل بين المعارضة المسلحة والتنظيمات الإرهابية فى حلب،,neutral,"[[0, '٤', -0.24673620552269282], [1, '##٢', -0.4604725742092268], [2, '-', -0.34207232670260845], [3, 'حيث', -0.07930739293267625], [4, 'أن', -0.8012950208593108], [5, 'هذا', -0.5372012299853209], [6, 'القرار', -0.005849562674684949], [7, 'كان', -0.5742505253797013], [8, 'يدعو', -0.9081314360405549], [9, 'إلى', 0.024950466606008026], [10, 'الفصل', 0.9654768190877285], [11, 'بين', 0.8443851567007141], [12, 'المعارضة', 0.6652236545957547], [13, 'المسلحة', 0.18020906390731817], [14, 'والتنظيم', 0.46640742079904085], [15, '##ات', -0.2512235924661361], [16, 'الإرهابية', -0.9825580688304626], [17, 'فى', -0.08601984291600417], [18, 'حلب', -0.4923326761252879], [19, '،', -0.45924947221015544]]",0.6979824602603912,0.2389394640922546,0.7295214980840683,0.8138746470212936,0.2389661073684692,0.7874542698264122,0.7436503618955612,0.2231340408325195,0.7602581605315208,0.6979824602603912,0.2389394640922546,0.7295214980840683,0.1802613735198974,0.2328137159347534,0.473723828792572,0.6979824602603912,0.2389394640922546,0.7295214980840683,0.6332634091377258,0.1947723627090454,0.7192455232143402,0.9155012220144272,0.0,0.9577506110072136,0.6979824602603912,0.2389394640922546,0.7295214980840683,0.29344242811203,0.2291494011878967,0.5321465134620667,0.1802613735198974,0.2328137159347534,0.473723828792572,0.0476128458976745,0.2438133358955383,0.4018997550010681,5,6,9,5,3,5,10,20,5,4,3,2,0.25,0.3,0.45,0.25,0.15,0.25,0.5,1.0,0.25,0.2,0.15,0.1
لبس الحب بيونسيه أكثر من مرة وهذا من أسباب حبي له أيضا.,positive,"[[0, 'لبس', -0.7038786124823606], [1, 'الحب', 0.05464404932069605], [2, 'بي', -0.050363031914812895], [3, '##ونس', -0.8712521618293715], [4, '##يه', -1.0], [5, 'أكثر', -0.6198825224368852], [6, 'من', -0.6423178544755421], [7, 'مرة', 0.20311205542238936], [8, 'وهذا', 0.28190045266758973], [9, 'من', -0.3879423133704376], [10, 'أسباب', -0.476925709636477], [11, 'حبي', 0.9395767772521049], [12, 'له', 0.2764597041418198], [13, 'أيضا', 0.22297713390187623], [14, '.', -0.3695625418845967]]",0.0428662896156311,0.9149848073720932,0.0639407411217689,0.0460584163665771,0.8827623054385185,0.0816480554640293,0.9452394507825376,0.007974624633789,0.9686324130743742,0.1119527220726013,0.8669518977403641,0.1225004121661186,0.1119527220726013,0.8669518977403641,0.1225004121661186,0.6684179902076721,0.6462321877479553,0.5110929012298584,0.9452394507825376,0.007974624633789,0.9686324130743742,0.7563170194625854,0.0,0.8781585097312927,0.6684179902076721,0.6462321877479553,0.5110929012298584,0.0428662896156311,0.9149848073720932,0.0639407411217689,0.0428662896156311,0.9149848073720932,0.0639407411217689,0.0428662896156311,0.9149848073720932,0.0639407411217689,1,2,10,3,3,5,10,15,5,1,1,1,0.06666666666666667,0.13333333333333333,0.6666666666666666,0.2,0.2,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667
منشن العنصريين و افضحهم ... أنا رح منشن دونالد ترامب !,negative,"[[0, 'منشن', -0.8314609144669514], [1, 'العنصري', 1.0], [2, '##ين', -0.6849190161502366], [3, 'و', -0.8518292021127913], [4, 'افض', -0.826618861330412], [5, '##حهم', -0.5430601967735426], [6, '.', -0.5549882021697006], [7, '.', -0.35035539186179177], [8, '.', -0.40372598535891435], [9, 'أنا', -0.5189698371772358], [10, 'رح', -0.5691056945931305], [11, 'منشن', -0.7521647548299314], [12, 'دونالد', -0.430137626717078], [13, 'ترامب', -0.45777242239844784], [14, '!', -0.239629946087074]]",0.6429676711559296,0.3924638926982879,0.6252518892288208,0.6273101419210434,0.3300472497940063,0.6486314460635185,0.376984566450119,0.291071355342865,0.542956605553627,0.6429676711559296,0.3924638926982879,0.6252518892288208,0.6273101419210434,0.3300472497940063,0.6486314460635185,0.536390870809555,0.3425457179546356,0.5969225764274597,0.3834945857524872,-0.2264850735664367,0.804989829659462,0.5325882434844971,0.0,0.7662941217422485,0.608099102973938,0.5141838788986206,0.5469576120376587,0.608099102973938,0.5141838788986206,0.5469576120376587,0.608099102973938,0.5141838788986206,0.5469576120376587,0.608099102973938,0.5141838788986206,0.5469576120376587,2,3,6,2,3,5,10,15,1,1,1,1,0.13333333333333333,0.2,0.4,0.13333333333333333,0.2,0.3333333333333333,0.6666666666666666,1.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667
مرسى ولا سيسي ؟,neutral,"[[0, 'مرسى', -0.600006494125322], [1, 'ولا', -0.9539178224119355], [2, 'سيس', 0.6120125602691797], [3, '##ي', 0.7366830370344571], [4, '؟', -0.1665288338797265]]",0.1510472297668457,0.1860337853431701,0.4825067222118377,0.2486196756362915,0.3710048198699951,0.4388074278831482,0.4176416993141174,0.008023977279663,0.7048088610172272,0.1510472297668457,0.1860337853431701,0.4825067222118377,0.4176416993141174,0.008023977279663,0.7048088610172272,0.9020058587193488,0.0,0.9510029293596745,0.9020058587193488,0.0,0.9510029293596745,0.9020058587193488,0.0,0.9510029293596745,0.1510472297668457,0.1860337853431701,0.4825067222118377,0.1510472297668457,0.1860337853431701,0.4825067222118377,0.1510472297668457,0.1860337853431701,0.4825067222118377,0.2486196756362915,0.3710048198699951,0.4388074278831482,2,1,3,2,3,5,5,5,2,2,2,1,0.4,0.2,0.6,0.4,0.6,1.0,1.0,1.0,0.4,0.4,0.4,0.2
: تحديث كبير قادم لبرنامج Paint (الرسام) لنظام ويندوز 10مقطع لإستعراض التحديث👇🏻,positive,"[[0, ':', -0.8346431453510925], [1, 'تحديث', 0.4298834850213299], [2, 'كبير', 1.0], [3, 'قادم', -0.5887927504356976], [4, 'لبرنامج', -0.4519785555796889], [5, 'P', -0.6148669521334613], [6, '##ain', -0.6913313421409948], [7, '##t', -0.6244554013676568], [8, '(', -0.37804230090519736], [9, 'الرس', -0.445331139760896], [10, '##ام', -0.6723800935501301], [11, ')', -0.5173925980801348], [12, 'لنظام', -0.4597593428246225], [13, 'ويندوز', -0.42255667095510163], [14, '10', -0.516335912266503], [15, '##م', -0.3473054376725991], [16, '##قطع', -0.6686509276518848], [17, 'لإست', -0.9558248266306504], [18, '##عراض', -0.5569322061128235], [19, 'التحديث', -0.500387385979034], [20, '##👇', -0.1013393676607926], [21, '##🏻', -0.5189690245088794]]",0.7026341296732426,0.6843544617295265,0.509139833971858,0.7115792110562325,0.6878583021461964,0.511860454455018,0.6864894665777683,-0.0882856845855712,0.8873875755816698,0.7026341296732426,0.6843544617295265,0.509139833971858,0.7026341296732426,0.6843544617295265,0.509139833971858,0.7115792110562325,0.6878583021461964,0.511860454455018,0.7032311595976353,0.6521425396203995,0.5255443099886179,0.6871924176812172,-0.133231520652771,0.910211969166994,0.6729281544685364,0.6933738030493259,0.4897771757096052,0.6729281544685364,0.6933738030493259,0.4897771757096052,0.6301716640591621,0.6960406415164471,0.4670655112713575,0.6301716640591621,0.6960406415164471,0.4670655112713575,3,5,19,3,3,5,10,20,2,2,1,1,0.13636363636363635,0.22727272727272727,0.8636363636363636,0.13636363636363635,0.13636363636363635,0.22727272727272727,0.45454545454545453,0.9090909090909091,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.045454545454545456
